Set,Date,date2,Where,Description,State,Number,Zipcodes,notes,cause
FY 2012,01/07/2012,12/30/2011,"Burt's Reliable Inc., Southold, NY 11971",Worker died from burns after heating a valve with a torch during a fuel transfer operation.,NY,1,11971,,
FY 2012,01/07/2012,12/30/2011,"Hammacher, Schiemmer & Establishment DBA, West Chester, OH 45069",Worker died after slipping and falling off a commercial building roof.,OH,1,45069,,
FY 2012,01/07/2012,12/30/2011,"Young Life Challenge, CA 95925",Worker died from a stroke.,CA,1,95925,,
FY 2012,01/07/2012,01/03/2012,"Certifit, Inc., San Antonio, TX 78218",Worker was struck and killed by a commercial vehicle near the delivery ramp.,TX,1,78218,,
FY 2012,01/07/2012,01/03/2012,"Krush Sports & Entertainment, Inc., Brooksville, FL 34602",Worker drowned while collecting golf balls from the bottom of a golf course pond.,FL,1,34602,,
FY 2012,01/07/2012,01/03/2012,"TA Operating, LLC, Hillsborough, NC 27278",Worker was struck and killed by a metal pry bar when working on the brakes of a vehicle.,NC,1,27278,,
FY 2012,01/07/2012,01/04/2012,"Leonard Getty, St. John, KS 67576","Worker was operating a skid steer loader and slipped out of the loader, crushing the left side of his chest.",KS,1,67576,,
FY 2012,01/07/2012,01/04/2012,"MDR Construction, Moselle, MS 39459",Worker was electrocuted while performing overhead powerline construction.,MS,1,39459,,
FY 2012,01/07/2012,01/04/2012,"Southern Tire Mart, New Orleans, LA 70123",Worker was crushed when the forklift he was operating overturned.,LA,1,70123,,
FY 2012,01/07/2012,01/04/2012,"The Migues Deloach Company, LLC., Ft. Polk, LA 71459",Worker lifting materials using a boom lift was electrocuted after the boom contacted a live power line.,LA,1,71459,,
FY 2012,01/07/2012,01/04/2012,"Trans Action Packing, Houston, TX 77032",Worker was struck and killed by a forklift.,TX,1,77032,,
FY 2012,01/07/2012,01/04/2012,"Utilities Forestry Services, Duncansville, PA 16635",Worker using a chain saw to cut down trees was struck and killed by falling limbs from another tree.,PA,1,16635,,
FY 2012,01/07/2012,01/05/2012,"Dreher Contracting, LLC., Bastrop, LA 71220",Worker delivering a load of rocks in a Bob truck was crushed between the bed and cab.,LA,1,71220,,
FY 2012,1/14/2012,10/02/2011,"Father & Sons Pizza, Philadelphia, PA 19125","Worker unloading cases of soda from a delivery truck was killed when the truck door hit him on the head, causing him to fall and hit his head on the concrete.",PA,1,19125,,
FY 2012,1/14/2012,12/14/2011,"Chanel, Inc., Piscataway, NJ 08854",Worker was caught between a forklift and a storage rack.,NJ,1,8854,,
FY 2012,1/14/2012,12/20/2011,"Bowllin Logging, Brookhaven, MS 39601",Worker was struck and killed by a tree he was cutting down.,MS,1,39601,,
FY 2012,1/14/2012,12/23/2011,"Humphrey & Associates, Inc., Dallas, TX 75229",Worker performing electrical contract work suffered a heart attack.,TX,1,75229,,
FY 2012,1/14/2012,12/23/2011,"Janis Plastics Inc., Antioch, IL 60002",Worker was found unresponsive on the floor. Cause of death not yet determined.,IL,1,60002,,
FY 2012,1/14/2012,12/30/2011,"Sunny Gem LLC/Cal Ag Resource, Buttom Willow, CA 93206",Worker was struck and killed by another worker driving a loader.,CA,1,93206,,
FY 2012,1/14/2012,01/03/2012,"Weathertop Nursery, Inc., Laytonville, CA 95454",Worker found dead in a storage area. Cause of death pending.,CA,1,95454,,
FY 2012,1/14/2012,01/04/2012,"Super Center Concepts, Inc./ dba Superior Grocers, Santa Fe Springs, CA 90670",Worker died when he was caught between a truck and a loading dock.,CA,1,90670,,
FY 2012,1/14/2012,01/05/2012,"Novirtus Transport, Tacoma, WA 98421",Worker was killed after being caught between a truck's driveshaft.,WA,1,98421,,
FY 2012,1/14/2012,01/06/2012,"Bernard Egan & Company, Ft. Pierce, FL 34946",Truck repairman was killed when the truck he was repairing fell on him.,FL,1,34946,,
FY 2012,1/14/2012,01/06/2012,"Fry Roofing, Inc., San Antonio, TX 78266",Worker repairing a roof died after he fell approximately 25 feet to the concrete ground.,TX,1,78266,,
FY 2012,1/14/2012,01/06/2012,"Levco Construction, Incorporated, Houston, TX 77072",Worker installing a stormwater drainage pipe inside a trench was buried under soil when the trench collapsed.,TX,1,77072,,
FY 2012,1/14/2012,01/07/2012,"Across Big Sky Flow Testing, LLC, Killdeer, ND 58640",Worker switching tanks at a flow testing facility was found dead on the catwalk of a tank battery.,ND,1,58640,,
FY 2012,1/14/2012,01/09/2012,"D&J Marangi, dba Ace Environmental Services, Newark, NJ 07108",Worker was run over by a garbage truck while on a collection route.,NJ,1,7108,,
FY 2012,1/14/2012,01/09/2012,"Sarano's Inc., Ignacio, CO 81137",Worker transporting water from a water truck was run over and killed when the truck's brakes failed.,CO,1,81137,,
FY 2012,1/14/2012,01/10/2012,"Butler Merchandising Solutions, Inc., St. Louis, MO 63106",Worker was crushed by the Brause clam shell press machine he was operating.,MO,1,63106,,
FY 2012,1/14/2012,01/10/2012,"Minster Machine Company, Minster, OH 45865",Worker operating an overhead crane to move a foundry flask died when caught between two flasks.,OH,1,45865,,
FY 2012,1/14/2012,01/10/2012,"Southwest Signal, Inc., Tampa, FL 33619",Worker was struck and killed by a passing vehicle.,FL,1,33619,,
FY 2012,1/14/2012,01/10/2012,"Toxco, Inc., Lancaster, OH 43130",Worker changing a tire on earthmoving equipment was crushed between a block of wood and the equipment.,OH,1,43130,,
FY 2012,1/14/2012,01/11/2012,"Seaway Painting, LLC, Detroit, MI",Worker died after falling from the underside of a bridge into a river.,MI,1,48150,,
FY 2012,1/14/2012,01/11/2012,"U.S. Customs and Border Protection, Trenton, MI 48183",Worker committed suicide inside a service vehicle with a service-issued firearm.,MI,1,48183,,
FY 2012,1/21/2012,12/12/2011,"Oilfield Service & Supply Company Inc., Laurel, MS 39443","Worker was removing a ladder stuck in mud and briars. The ladder flew up and hit the worker on the back, fatally injuring the worker.",MS,1,39443,,
FY 2012,1/21/2012,01/04/2012,"California Department of Corrections, San Luis Obispo, CA 93405",Worker was on a training hike when he collapsed.,CA,1,93405,,
FY 2012,1/21/2012,01/09/2012,"Wardcraft Homes, Inc., Moose, WY 83012",Worker fell 15 feet while dismantling a make-shift scaffold.,WY,1,83012,,
FY 2012,1/21/2012,01/11/2012,"Discount Tires, Turlock, CA 95380","After a jack broke, vehicle fell on worker.",CA,1,95380,,
FY 2012,1/21/2012,01/11/2012,"Dmitry Ivanov, West Springfield, MA 01089",Worker fell through floor openings from the second floor to the basement.,MA,1,1089,,
FY 2012,1/21/2012,01/12/2012,"Bushwacker Brush Removal, Nevada City, CA 95959",Worker was decapitated after being entangled in a rope caught in a wood chipper.,CA,1,95959,,
FY 2012,1/21/2012,01/12/2012,"New Charter Electric, Jacksonville, FL 32209",Worker was killed when he reached up to close a fuse feeding a 26 KV transmission circuit.,FL,1,32209,,
FY 2012,1/21/2012,01/12/2012,"Pittman Nursery Inc., Magnolia, AR 71753",Worker drowns after falling out of a boat while performing maintenance on an irrigation pump.,AR,1,71753,,
FY 2012,1/21/2012,01/12/2012,"The De Moya Group Inc., Miami, FL 33186",Worker was struck by a vehicle.,FL,1,33186,,
FY 2012,1/21/2012,1/13/2012,"Commercial Forming Corporation, Coral Gables, FL 33134",Worker was struck by welding machine cart that came loose while the welding machine was being lifted.,FL,1,33134,,
FY 2012,1/21/2012,1/16/2012,"Cronimet Corporation, Aliquippa, PA 15001",Worker was struck and killed by a powered industrial truck.,PA,1,15001,,
FY 2012,1/21/2012,1/16/2012,"Hawkeye, LLC., Scarborough, ME 04074",Worker died after falling 50 feet from a utility pole.,ME,1,4074,,
FY 2012,1/21/2012,1/17/2012,"Estes Express Lines, Davenport, IA 60525",Worker was crushed between a dolly and a trailer while attempting to hook two trailers together.,IA,1,60525,,
FY 2012,1/21/2012,1/18/2012,"Hunter Mountain Ski Bowl, Inc., Hunter, NY 12442","Worker slid off the trail and into the woods, striking a tree.",NY,1,12442,,
FY 2012,1/21/2012,1/20/2012,"Lamdoil Corporation, Marysville, KS 66508","Worker was lifting a piece of tubing that fell off its cribbing while being hoisted. The tubing rolled, pinning the worker to the concrete floor.",KS,1,66508,,
FY 2012,1/21/2012,1/20/2012,"Petco Petroleum Corporation, Saint Elmo, IL 62458",Worker was traveling in a backhoe and was crushed after the backhoe toppled into a ditch.,IL,1,62458,,
FY 2012,1/28/2012,10/01/2011,"Miguel Martinez Construction, Inc., Lawrenceville, GA 30044",Worker was framing a house and fell 3 stories.,GA,1,30044,,
FY 2012,1/28/2012,12/15/2011,"J F Ahern Co., Escanaba, MI 49829",Employee was found next to a fire extinguisher the worker was inspecting.,MI,1,49829,,
FY 2012,1/28/2012,01/02/2012,"Emerald Transportation Corporation, Boynton Beach, FL 33426",Worker was loading a vehicle onto a tow truck when he was struck by a car.,FL,1,33426,,
FY 2012,1/28/2012,01/03/2012,"L & S Plumbing Inc., Ann Arbor, MI 48103",Worker fell while drilling a floor joist on a 6-foot step ladder.,MI,1,48103,,
FY 2012,1/28/2012,01/05/2012,"All Pro Contracting Inc., Kennewick, WA 99336",Worker fell while standing on a beam without fall protection.,WA,1,99336,,
FY 2012,1/28/2012,01/10/2012,"S. Daily Deliveries, Harwood Heights, IL60706",Worker died after falling.,IL,1,60706,,
FY 2012,1/28/2012,01/11/2012,"Grant Construction, Dallas, TX 75214",Worker fell through an unguarded skylight after exiting from an aerial lift and walking onto a roof.,TX,1,75214,,
FY 2012,1/28/2012,1/18/2012,"Swagelok Company, Solon, OH 44139","Employee was performing assembly work when worker fell to the floor, suffering an apparent seizure.",OH,1,44139,,
FY 2012,1/28/2012,1/19/2012,"Live Oaks Planting Company LLC, Itta Bena, MS 38941","Employee was working in a 60,000 bushel grain silo when the worker sank and was engulfed in 20,000 bushels of soybean.",MS,1,38941,,
FY 2012,1/28/2012,1/19/2012,"Poff Carting Services LLC, East Bernstadt, KY 40729",Worker was pinned between a trash compactor and a truck.,KY,1,40729,,
FY 2012,1/28/2012,1/20/2012,"Garfield Lumber and Millwork, Inc., Garfield, NJ 07026","Worker was working underneath a forklift when the jack used to lift the forklift failed, crushing the worker.",NJ,1,7026,,
FY 2012,1/28/2012,1/20/2012,"Peine Construction Corp., Edina, MN 55424",Worker was struck by a truss and fell.,MN,1,55424,,
FY 2012,1/28/2012,1/22/2012,"Ritchie Brothers Auction, Davenport, FL 33897",Worker fell from a forklift and was then run over by the forklift.,FL,1,33897,,
FY 2012,1/28/2012,1/23/2012,"Air Equipment Rental, Inc., Tilden, TX 78072","Worker was working at the base of an oil rig when a valve separated from piping, fell and struck the worker.",TX,1,78072,,
FY 2012,1/28/2012,1/23/2012,"B&G Electrical, Kingsmill, TX 79066","Worker was working in a bucket truck 20 feet high, replacing old power lines to new lines and collapsed in the truck.",TX,1,79066,,
FY 2012,1/28/2012,1/24/2012,"Geer Tank Trucks Inc., Jacksboro, TX 76458",Worker was found underneath truck after performing work on semi-trailer truck.,TX,1,76458,,
FY 2012,1/28/2012,1/24/2012,"RALG Demolition LLC, Cleveland, OH 44134",A building under demolition collapsed killing two workers.,OH,2,44134,,
FY 2012,1/28/2012,1/24/2012,"Redcom General Contractor, San Juan, PR 00908",Worker was cutting concrete from a mobile scaffold when a roof collapsed and debris hit the workers head.,PR,1,908,,
FY 2012,1/28/2012,1/25/2012,"Maurice DeMars, Queensbury, NY 12804",Worker was trapped under a log.,NY,1,12804,,
FY 2012,1/28/2012,1/25/2012,"Viking Iron Metal, Houston, TX 77045",Worker dies from burns when a tank that once contained gasoline explodes.,TX,1,77045,,
FY 2012,1/28/2012,1/26/2012,"Bimbo Bakeries USA, Omaha, NE 68134",Worker was pinned by a panel van truck against the wall of the building.,NE,1,68134,,
FY 2012,1/28/2012,1/27/2012,"Advanced Cylinder Repair Inc., Ashland, OH 44805",Worker was struck by a piston that was ejected from a machine.,OH,1,44805,,
FY 2012,02/04/2012,10/16/2007,"American Nostalgia, Irvine, CA 92618",Worker who suffered seizures resulting from head and spinal injuries after a 2007 fall died from the seizures.,CA,1,92618,,
FY 2012,02/04/2012,12/29/2011,"CSA Equipment Company LLC, Mobile, AL 36601","Worker performing inventory of steel coils was killed after being pinned between a 21,000 pound steel roll and a forklift's counterweight.",AL,1,36601,,
FY 2012,02/04/2012,01/03/2012,"Nucentury Textile Services LLC, Toledo, OH 43604",Worker killed after shirt was caught in a roller conveyor.,OH,1,43604,,
FY 2012,02/04/2012,01/11/2012,"Tubal Cain Industries Inc., Laredo, TX 78040",Hydraulic system blew back striking worker on the head.,TX,1,78040,,
FY 2012,02/04/2012,1/23/2012,"Arnco Construction Inc., Trenton, TN 38382",Worker was killed when a building under construction collapsed.,TN,1,38382,,
FY 2012,02/04/2012,1/23/2012,"Justice Construction LLC, Orting, WA 98360",Worker died from a head injury while cutting fallen trees and tree limbs.,WA,1,98360,,
FY 2012,02/04/2012,1/25/2012,"Delta Properties LLC, Tallassa, AL 36078",Worker demolishing a single story structure was killed when the structure collapsed.,AL,1,36078,,
FY 2012,02/04/2012,1/26/2012,"Amalda Enterprises Inc., Houston, TX 77066",Worker installing a steel girt to a prefabricated building died from a 40-foot fall onto a concrete surface.,TX,1,77066,,
FY 2012,02/04/2012,1/26/2012,"J.B. Mouton Inc., Lafayette, LA 70506",Worker demolishing a storage area was crushed between a fallen ceiling and the wall.,LA,1,70506,,
FY 2012,02/04/2012,1/26/2012,"Juan Esparza Ruiz, Trinidad, CA 95570",Worker walking down cut-tree-logs fell between the logs and was crushed as the logs rolled together.,CA,1,95570,,
FY 2012,02/04/2012,1/26/2012,"Prestige Exterior Maintenance LLC, North Bergen, NJ 07047",Worker was crushed by the arm of a skid steer.,NJ,1,7047,,
FY 2012,02/04/2012,1/26/2012,"The Bailey Company, Calhoun, GA 30701",Worker checking the rear brakes on his truck died after the truck ran over him.,GA,1,30701,,
FY 2012,02/04/2012,1/27/2012,"Averitt Express Inc., Cookeville, TN 38502-3166",Worker trying to re-enter moving tractor trailer was caught between truck and trailer.,TN,1,38502,,
FY 2012,02/04/2012,1/27/2012,"Esquire Construction LTD, Mequon, WI 53092",Worker died after falling off of a roof.,WI,1,53092,,
FY 2012,02/04/2012,1/27/2012,"Henderson Construction, Kenner, LA 70062",Worker picking up trash on building roof died after falling more than 20 feet and hitting a trash dumpster.,LA,1,70062,,
FY 2012,02/04/2012,1/27/2012,"Patterson UTI, Keene, NC 58847",Worker was killed in a boiler explosion on an oil drilling rig.,NC,1,58847,,
FY 2012,02/04/2012,1/27/2012,"Ventrue Trucking, Lavergne, TN 37086",Worker offloading steel coil was pinned between truck bed and coil.,TN,1,37086,,
FY 2012,02/04/2012,1/30/2012,"Gary Railroad, Gary, IN 46402",Worker was crushed between two railcars.,IN,1,46402,,
FY 2012,02/04/2012,1/30/2012,"Mahr City View Dairy Inc., Stanley, WI 54768","Worker was herding and was exposed to animal interaction hazards, possible heart attack or animal contact.",WI,1,54768,,
FY 2012,02/04/2012,1/30/2012,"Manchester Tank, Elkhart, IN 46514",Worker pushing a welding cart died from injuries after slipping and falling backwards.,IN,1,46514,,
FY 2012,02/04/2012,1/30/2012,"Sutten Pulp Cutting, Cornell, WI 54732",Worker was struck and killed by a log skidder as it rolled down a hill.,WI,1,54732,,
FY 2012,02/04/2012,1/30/2012,"V T Halter Marine Inc., Pascagoula, MS 39581",Worker preparing to refill a sand blast pot was killed when the pressurized vessel exploded after he lifted the lid.,MS,1,39581,,
FY 2012,02/04/2012,1/31/2012,"Trans Power Electric, New Town, ND 58763",Worker was struck and killed by a backhoe blade during electrical installation operations.,ND,1,58763,,
FY 2012,02/04/2012,02/01/2012,"V & M Tube Alloy, Houston, TX 77049",Worker repairing a hydrotester in a pipe manufacturing facility was killed after being struck on the head by a pipe on a conveyor belt.,TX,1,77049,,
FY 2012,02/04/2012,02/02/2012,"California Yacht Services, Huntington Beach, CA 92649",Worker drowned while cleaning a boat at the harbor.,CA,1,92649,,
FY 2012,02/04/2012,02/03/2012,"Pistol Drilling LLC, Woodward, OK 73801",Worker unloading an A leg of a derrick died after he was struck and pinned under several falling A legs.,OK,1,73801,,
FY 2012,02/11/2012,1/13/2012,"Spokane Sheriff's Department, Spokane, WA 99206",Worker sustained a head injury after tripping on a curb while performing traffic control. Worker succumbed to this injury 1/29/2012.,WA,1,99206,,
FY 2012,02/11/2012,1/16/2012,"Proof Seal LLC, Bessemer City, NC 28016",Worker died after falling 16 feet through a skylight to a concrete floor.,NC,1,28016,,
FY 2012,02/11/2012,1/18/2012,"Hastings Acquisitions, Hastings, NE 68901",Worker dies when he is pulled into a conveyor after his scarf gets caught in the machine.,NE,1,68901,,
FY 2012,02/11/2012,1/23/2012,"BEI Engineering Services, Bronx, NY 10462",Worker was killed after the vehicle blocking a work zone was struck by an intermodal container.,NY,1,10462,,
FY 2012,02/11/2012,1/30/2012,"Southern California Soil & Testing, San Diego, CA 92120",Worker was struck and killed by an airplane propeller while trying to start engine.,CA,1,92120,,
FY 2012,02/11/2012,1/31/2012,"Backwoods Inc., Tampa, FL 33619",Worker demolishing a metal container for scrap was killed when the panel struck his head.,FL,1,33619,,
FY 2012,02/11/2012,02/01/2012,"Wauneta Mills LLC, Wauneta, NE 69045",Worker using an auger to fill truck with feed pellets was found dead inside the truck bin.,NE,1,69045,,
FY 2012,02/11/2012,02/02/2012,"Guerrero's Dry Wall, Amarillo, TX 79419",Worker using ladder to apply texture to drywall died after falling 10 feet and landing on his head.,TX,1,79419,,
FY 2012,02/11/2012,02/03/2012,"Defenbaugh Industries Inc., Shawnee, KS 66203",Worker on a trash collection route was run over and killed by the trash truck.,KS,1,66203,,
FY 2012,02/11/2012,02/03/2012,"KKA Drilling LLC, Keene, ND 58847",Worker died after falling 14 feet during rig tear-down operations.,ND,1,58847,,
FY 2012,02/11/2012,02/03/2012,"NAMCO Dallas, Plano, TX 75093","Carpet cleaning worker died from apparent asphyxiation after being found inside a garage, at the back of his parked work van where the cleaning machine was running.",TX,1,75093,,
FY 2012,02/11/2012,02/05/2012,"Bar 20 Dairy LLC, Karman, CA 93630",Worker washing concrete floor died after falling 12 feet over guard railing.,CA,1,93630,,
FY 2012,02/11/2012,02/07/2012,"Ron's Millwright Service, Greenville, TN 37745",Worker died when he fell from roof.,TN,1,37745,,
FY 2012,02/11/2012,02/08/2012,"2 Rivers LLC, Moses Lake, WA 98937",Worker was crushed when a portion of an ecology wall fell.,WA,1,98937,,
FY 2012,02/11/2012,02/08/2012,"Better Management Corporation of Ohio Inc., Columbiana, OH 44408",Worker struck in the leg by a pipe died after falling and hitting his head.,OH,1,44408,,
FY 2012,02/11/2012,02/08/2012,"Boneville Group Virgin Islands, Frederiksted, VI 00840",Worker installing telecommunication cables near a main road was struck and killed by a moving vehicle.,VI,1,840,,
FY 2012,02/11/2012,02/08/2012,"Gerdan/Tamco Steel, Rancho Cucamonga, CA 91739",Worker was found unresponsive on the floor.,CA,1,91739,,
FY 2012,02/11/2012,02/08/2012,"Larry Simon Dairy Farm, Westphalia, MI 48894",Worker was run over and killed by a front-end loader.,MI,1,48894,,
FY 2012,02/11/2012,02/09/2012,"Nickey Warehouses, Memphis, TN 38109","Worker was crushed by a 1,500-pound roll of paper when it slipped out of a forklift clamp.",TN,1,38109,,
FY 2012,02/11/2012,02/09/2012,"Summers-Taylor Inc., Kingsport, TN 37660",Worker was struck and killed by a vehicle while carrying equipment across highway.,TN,1,37660,,
FY 2012,02/11/2012,02/10/2012,"Kesmarc LLC, Ocala, FL 32268",Worker treating a horse inside a hyperbaric oxygen therapy chamber was killed when an explosion occurred inside the chamber.,FL,1,32268,,
FY 2012,2/18/2012,01/09/2012,"John P. Wood Inc., Cumming, GA 30040",Worker operating a skid steer was killed when a fallen tree pinned him against the seat bar.,GA,1,30040,,
FY 2012,2/18/2012,02/08/2012,"Con-Way Southern Express, Columbia, NC 27925",Worker caught between a truck and a loading dock died from injuries.,NC,1,27925,,
FY 2012,2/18/2012,02/09/2012,"Omaha Refinishing, Council Bluffs, IA 51501","Worker who was overcome by vapors while refinishing a bathtub, died from asphyxiation.",IA,1,51501,,
FY 2012,2/18/2012,02/10/2012,"Fertizona San-Tan, Stanfield, AZ 85712",Worker died from a head injury after falling off a ladder.,AZ,1,85712,,
FY 2012,2/18/2012,02/10/2012,"Wyoming Valley Pallets Inc., Exeter, PA 18643",Worker was struck by machine and caught in driveshaft of hammermill used to dig frost.,PA,1,18643,,
FY 2012,2/18/2012,02/11/2012,"Winsor Acres Inc., Harpursville, NY 13787",Worker was struck and killed by a skid steer bucket.,NY,1,13787,,
FY 2012,2/18/2012,2/14/2012,"Ansley Unprocessed Products Inc., Orange Park, FL 32065",Worker was crushed by a bobcat that flipped during a wind gust.,FL,1,32065,,
FY 2012,2/18/2012,2/14/2012,"CEMCO Steel, Denver, CO 80204",Worker was caught between a forklift and a coil of steel.,CO,1,80204,,
FY 2012,2/18/2012,2/16/2012,"Key Energy Services Inc., Plaza, ND 58771",Worker operating equipment that injected nitrogen into an oil well was found dead.,ND,1,58771,,
FY 2012,2/18/2012,2/16/2012,"U.S. Department of Labor -Harpers Ferry Job Corp., Harpers Ferry, WV 25425",Worker fell to the floor.,WV,1,25425,,
FY 2012,2/25/2012,02/07/2012,"Great White Pressure Pumping, Garden City, TX 79739",Worker performing pre-fracking operations was struck and killed when a pipe exploded under pressure.,TX,1,79739,,
FY 2012,2/25/2012,02/08/2012,"Redmond Construction Inc., Bernard, IA 52032",Worker died from head injuries after falling 15 feet while doing construction work.,IA,1,52032,,
FY 2012,2/25/2012,2/17/2012,"US Airways Group Inc., Phoenix, AZ 85034",Worker was crushed between two vertically moving conveyor belts.,AZ,1,85034,,
FY 2012,2/25/2012,2/18/2012,"Duphil Construction, Orange, TX 77632",Worker was crushed when a load on a forklift fell.,TX,1,77632,,
FY 2012,2/25/2012,2/18/2012,"Smithfield Packing Company Inc., Clinton, NC 28328",Worker emptying waste water sludge into a tanker truck died from exposure to toxic gas.,NC,1,28328,,
FY 2012,2/25/2012,2/19/2012,"Southern Metals Recycling Inc., Savannah, GA 31405",Worker using knife to cut wire cut his finger. He fainted and later died from head injuries after falling to concrete floor.,GA,1,31405,,
FY 2012,2/25/2012,2/19/2012,"Stevens Pass Mountain Resort, Skyomish, WA 98288",Worker participating in a video shoot at a ski resort was killed during an avalanche.,WA,1,98288,,
FY 2012,2/25/2012,2/20/2012,"CSI Acquistion Co., LLC dba Crane Service Inc., Three Rivers, TX 78022",Worker died when caught between a tractor and a trailer while hooking them together.,TX,1,78022,,
FY 2012,2/25/2012,2/20/2012,"Win-Sons Poleline Construction, Watonga, OK 73040",Worker replacing lightning arresters on electrical lines was electrocuted after touching an energized line.,OK,1,73040,,electricity
FY 2012,2/25/2012,2/21/2012,"Ferman BMW of Palm Harbor, Palm Harbor, FL 34684",Worker died after falling out of a golf cart.,FL,1,34684,,
FY 2012,2/25/2012,2/22/2012,"Arden and Howe Car Wash Inc., Sacramento, CA 95825",Worker was struck and killed by a vehicle exiting the car wash.,CA,1,95825,,
FY 2012,2/25/2012,2/22/2012,"Renner Construction, Palmetto, GA 30268","Worker performing residential construction died when he fell off the roof, landing on the lower deck.",GA,1,30268,,
FY 2012,2/25/2012,2/23/2012,"Neo Corporation, Gatlinburg, TN 37738",Worker was working adjacent to an embankment when it collapsed.,TN,1,37738,,
FY 2012,2/25/2012,2/23/2012,"Walmart, Streetsbooro, OH 44241",Worker unloading a general merchandise truck died from apparent heart attack.,OH,1,44241,,
FY 2012,03/03/2012,02/02/2012,"Southland Tube Inc., Birmingham, AL 35234","Worker loading steel coils onto an uncoiler died after being found with his head caught between 14,000-pound coils.",AL,1,35234,,
FY 2012,03/03/2012,2/17/2012,"Jackson Pipe & Steel, Leary, TX 75503",Worker operating a jib crane was killed when the steel column supporting the crane fell off its support base causing the column and crane to collapse on him.,TX,1,75503,,
FY 2012,03/03/2012,2/21/2012,"Brunner Equipment LLC, Elkin, NC 28621",Worker was killed when a hydraulic lift fell on him.,NC,1,28621,,
FY 2012,03/03/2012,2/21/2012,"W.A. Felix Builders, Honolulu, HI 96821",Worker died from falling debris while working in a trench.,HI,1,96821,,
FY 2012,03/03/2012,2/22/2012,"AB Construction Inc., Dallas, GA 30157",Worker wearing a horizontal lifeline that was connected to an aircraft hangar under construction was killed when the building collapsed.,GA,1,30157,,
FY 2012,03/03/2012,2/22/2012,"Alabama Forklift & Repair Inc., Clanton, AL 35045",Worker trying to remove the oil filter from underneath a forklift was killed when the jack used to elevate the forklift fell on him.,AL,1,35045,,
FY 2012,03/03/2012,2/23/2012,"Alltex Steel Inc., Sealy, TX 77474","Worker inside of a scissor lift died when trusses hit the lift, tipping it over.",TX,1,77474,,
FY 2012,03/03/2012,2/23/2012,"Best Foam, Sherman, MS 38869",Worker operating a compactor machine used to pack together cut farm crops died after being caught inside the machine.,MS,1,38869,,
FY 2012,03/03/2012,2/23/2012,"Roberson Construction & Land Development, Inc., Gatlinburg, TN 37738",Worker was asphyxiated when an unshored wall collapsed while he was cutting rebar inside of a basin.,TN,1,37738,,
FY 2012,03/03/2012,2/27/2012,"Clanton Masonry, Atlanta, GA 30329","Worker standing on a scaffold platform was killed when a forklift hit the platform, which then hit a building under construction. The worker fell and the building collapsed on him.",GA,1,30329,,
FY 2012,03/03/2012,2/27/2012,"CM Joslin Company Inc., Cleveland, TX 77327",Worker helping to cut down trees was struck and killed by a 55-foot tree being cut by another worker.,TX,1,77327,,
FY 2012,03/03/2012,2/28/2012,"Graftech International, Anmoore, WV 26323",Worker died from abdominal wounds when a part from a metal-cutting machine struck him.,WV,1,26323,,
FY 2012,03/03/2012,2/28/2012,"Jennings Farms, Inc., LaVergne, TN 37086",Worker died after being pinned under the front tire while attempting to stop an unattended moving tractor.,TN,1,37086,,
FY 2012,03/03/2012,2/29/2012,"Elite Pipeline Services, Odessa, TX 79764",Four workers were hospitalized when a flash fire occurred while they cut bolts off an abandoned pipeline.,TX,?,79764,,
FY 2012,03/03/2012,2/29/2012,"Flatrolled Steel Inc., Houston, TX 77078",Worker died from injuries when a rail car cover struck his head and crushed his chest.,TX,1,77078,,
FY 2012,03/03/2012,2/29/2012,"Iron Boss Inc., Houston, TX 77056",Worker putting steel I-beams on blocks was killed when a beam struck his head and chest.,TX,1,77056,,
FY 2012,03/03/2012,03/01/2012,"White Hawk Engineering and Design, Kingfisher, OK 73750",Worker surveying a wheat field was struck and killed by a train as he crossed a railroad track.,OK,1,73750,,
FY 2012,03/03/2012,03/02/2012,"Ohio American Water, Tiffin, OH 44883",Worker was struck and killed by a vehicle while operating a water valve.,OH,1,44883,,
FY 2012,03/03/2012,03/02/2012,"Stein Inc., Ashland, KY 41101",Worker performing machine maintenance was crushed between a conveyor belt and machine frame after an unexpected start-up.,KY,1,41101,,
FY 2012,03/10/2012,12/04/2011,"Durhamtown Plantation Sportsman Resort, Union Point, GA 30669",Worker operating a bobcat at a recreational resort died when a tree limb pierced a main vein/artery.,GA,1,30669,,
FY 2012,03/10/2012,2/27/2012,"Border Bin Erection LLC, Kerkhoven, MN 56252",Worker was struck by grain-bin jack.,MN,1,56252,,
FY 2012,03/10/2012,2/28/2012,"Allied Waste Services of North America LLC, Bensenville, IL 60105",Worker loading a dumpster on a truck at a waste services facility was found pinned between the truck and rail system.,IL,1,60105,,
FY 2012,03/10/2012,03/02/2012,"Frontier Drilling LLC, Palermo, ND 58769","Worker performing piping work died from injuries sustained when his life line broke, causing him to fall 75 feet.",ND,1,58769,,
FY 2012,03/10/2012,03/02/2012,"Koswire Inc., Flowery Branch, GA 30542",Worker operating a metal wiring machine was killed when he reached into the machine and was pulled in.,GA,1,30542,,
FY 2012,03/10/2012,03/02/2012,"San Saba Pecan, Harlem, GA 30814",Worker installing a new compressed air pipe was killed when the pipe exploded and struck his head.,GA,1,30814,,
